Date,RELIANCE Open,RELIANCE High,RELIANCE Low,RELIANCE Close,RELIANCE Adj Close,RELIANCE Volume,DMART Open,DMART High,DMART Low,DMART Close,DMART Close,DMART Volume,,,,,,,,,,DROPDOWN,,Date,DMART High,RELIANCE High
1/12/2023,2524.850098,2532.5,2465,2471.600098,2471.600098,8163366,3892,3925.5,3863,3911.800049,3911.800049,212520,,,,,,,,,,,,1/12/2023,3925.5,2532.5
1/13/2023,2458.399902,2472.899902,2434.600098,2467.600098,2467.600098,9515473,3925,3929.649902,3850.100098,3863.699951,3863.699951,283280,,,,,,,,,,,,1/13/2023,3929.649902,2472.899902
1/16/2023,2472.699951,2479.649902,2427,2444.100098,2444.100098,6287407,3690,3748,3645.199951,3678.350098,3678.350098,1809273,,,,,,,,,,,,1/16/2023,3748,2479.649902
1/17/2023,2458,2483,2450.600098,2478.800049,2478.800049,4961585,3681.050049,3733.850098,3675,3689.800049,3689.800049,463947,,,,,,,,,,,,1/17/2023,3733.850098,2483
1/18/2023,2473.5,2491.100098,2460.350098,2474.699951,2474.699951,6206382,3708.25,3720,3641.5,3648.600098,3648.600098,407988,,,,,,,,,,,,1/18/2023,3720,2491.100098
1/19/2023,2472.899902,2481.149902,2456.649902,2472.050049,2472.050049,5510333,3647,3647.800049,3560,3565.100098,3565.100098,583389,,,,,,,,,,,,1/19/2023,3647.800049,2481.149902
1/20/2023,2475,2475,2437.25,2442.649902,2442.649902,6890325,3571.949951,3580,3510,3513.75,3513.75,522635,,,,,,,,,,,,1/20/2023,3580,2475
1/23/2023,2449,2466.199951,2425,2430.300049,2430.300049,5055324,3525,3529.75,3425,3434,3434,892606,,,,,,,,,,,,1/23/2023,3529.75,2466.199951
1/24/2023,2440,2443.649902,2387.350098,2415.949951,2415.949951,7609558,3450,3578,3441,3513.5,3513.5,768031,,,,,,,,,,,,1/24/2023,3578,2443.649902
1/25/2023,2412.449951,2414.699951,2380,2382.550049,2382.550049,5715684,3531.100098,3554.5,3507.300049,3515.100098,3515.100098,474769,,,,,,,,,,,,1/25/2023,3554.5,2414.699951
1/27/2023,2384.399902,2387.350098,2311.649902,2337.350098,2337.350098,11920991,3532.699951,3584,3518.5,3562.350098,3562.350098,308090,,,,,,,,,,,,1/27/2023,3584,2387.350098
1/30/2023,2331.699951,2371.899902,2301,2359.75,2359.75,10047822,3574.899902,3575,3486.050049,3546.300049,3546.300049,272767,,,,,,,,,,,,1/30/2023,3575,2371.899902
1/31/2023,2382,2387.649902,2341,2353.850098,2353.850098,10472167,3555.050049,3582.149902,3492.649902,3502.300049,3502.300049,537429,,,,,,,,,,,,1/31/2023,3582.149902,2387.649902
2/1/2023,2379.949951,2379.949951,2305,2339.899902,2339.899902,8929007,3558,3580,3469.699951,3551.350098,3551.350098,361698,,,,,,,,,,,,2/1/2023,3580,2379.949951
2/2/2023,2318,2348,2311,2326.949951,2326.949951,6305317,3547,3577.800049,3485,3502.899902,3502.899902,222692,,,,,,,,,,,,2/2/2023,3577.800049,2348
2/3/2023,2349,2349,2293,2329,2329,11398850,3517.649902,3522.899902,3465,3470.350098,3470.350098,322648,,,,,,,,,,,,2/3/2023,3522.899902,2349
2/6/2023,2315,2321,2305.800049,2311.449951,2311.449951,6847679,3476.5,3488.399902,3432,3441.5,3441.5,314363,,,,,,,,,,,,2/6/2023,3488.399902,2321
2/7/2023,2312,2327.399902,2293,2305.899902,2305.899902,6985001,3471.5,3475,3438.949951,3440.899902,3440.899902,369288,,,,,,,,,,,,2/7/2023,3475,2327.399902
2/8/2023,2313,2359.899902,2307,2351.949951,2351.949951,9765490,3449,3510,3446.050049,3458.600098,3458.600098,217382,,,,,,,,,,,,2/8/2023,3510,2359.899902
2/9/2023,2353.449951,2370.850098,2334,2356.050049,2356.050049,6079228,3469.649902,3544.149902,3465.149902,3482.050049,3482.050049,372567,,,,,,,,,,,,2/9/2023,3544.149902,2370.850098
2/10/2023,2354.899902,2354.899902,2321.300049,2336.649902,2336.649902,4979789,3499.5,3544.25,3490.600098,3498.850098,3498.850098,393156,,,,,,,,,,,,2/10/2023,3544.25,2354.899902
2/13/2023,2340.199951,2350,2313.550049,2323.350098,2323.350098,4777674,3502,3510,3483,3495.199951,3495.199951,252484,,,,,,,,,,,,2/13/2023,3510,2350
2/14/2023,2329.949951,2381.899902,2323.649902,2378.100098,2378.100098,6609564,3509,3512,3472,3482.699951,3482.699951,496970,,,,,,,,,,,,2/14/2023,3512,2381.899902
2/15/2023,2376,2437.199951,2373,2431.949951,2431.949951,15461902,3480,3568.649902,3464.300049,3545.600098,3545.600098,211636,,,,,,,,,,,,2/15/2023,3568.649902,2437.199951
2/16/2023,2449.449951,2463.800049,2425.050049,2430.050049,2430.050049,7967558,3546,3567.949951,3535,3541.699951,3541.699951,315147,,,,,,,,,,,,2/16/2023,3567.949951,2463.800049
2/17/2023,2420,2447.5,2410.600098,2440.199951,2440.199951,5450092,3530,3567.699951,3515,3545,3545,202556,,,,,,,,,,,,2/17/2023,3567.699951,2447.5
2/20/2023,2445,2449.75,2410.100098,2414.399902,2414.399902,4078245,3545.949951,3574.75,3540.050049,3552.850098,3552.850098,191038,,,,,,,,,,,,2/20/2023,3574.75,2449.75
2/21/2023,2424,2446.800049,2412.350098,2434.100098,2434.100098,6143298,3570,3570,3516.25,3525.600098,3525.600098,302260,,,,,,,,,,,,2/21/2023,3570,2446.800049
2/22/2023,2425.949951,2430,2375.050049,2378.899902,2378.899902,5087729,3502,3521.850098,3486.600098,3500.149902,3500.149902,117550,,,,,,,,,,,,2/22/2023,3521.850098,2430
2/23/2023,2378,2394.75,2361.350098,2367.5,2367.5,4546655,3503.899902,3515,3437,3478.75,3478.75,237976,,,,,,,,,,,,2/23/2023,3515,2394.75
2/24/2023,2372,2396.149902,2368,2383.699951,2383.699951,4353814,3496.149902,3514.399902,3468,3499.199951,3499.199951,113844,,,,,,,,,,,,2/24/2023,3514.399902,2396.149902
2/27/2023,2382,2389.649902,2351.699951,2367.850098,2367.850098,5168667,3485.050049,3499.899902,3441,3491.300049,3491.300049,132235,,,,,,,,,,,,2/27/2023,3499.899902,2389.649902
2/28/2023,2356.100098,2367,2313.649902,2322.550049,2322.550049,10150245,3490.199951,3508,3373,3416.949951,3416.949951,328221,,,,,,,,,,,,2/28/2023,3508,2367
3/1/2023,2344,2345.5,2323.25,2343.899902,2343.899902,5330852,3441.399902,3474,3431.050049,3439.350098,3439.350098,145318,,,,,,,,,,,,3/1/2023,3474,2345.5
3/2/2023,2337,2351.649902,2321.600098,2326.050049,2326.050049,4307425,3447,3450,3425.5,3443.199951,3443.199951,191133,,,,,,,,,,,,3/2/2023,3450,2351.649902
3/3/2023,2349.149902,2393.449951,2341.550049,2385.399902,2385.399902,6758115,3460.449951,3474,3420.399902,3463.25,3463.25,264633,,,,,,,,,,,,3/3/2023,3474,2393.449951
3/6/2023,2400,2424.600098,2400,2408.699951,2408.699951,4694338,3480.600098,3482.899902,3423.199951,3437.149902,3437.149902,189782,,,,,,,,,,,,3/6/2023,3482.899902,2424.600098
3/8/2023,2408.699951,2419,2385,2417.350098,2417.350098,7283694,3439.75,3453,3380.5,3389.699951,3389.699951,355089,,,,,,,,,,,,3/8/2023,3453,2419
3/9/2023,2416,2416.899902,2355.100098,2359.25,2359.25,7492509,3393,3413.300049,3385,3397.850098,3397.850098,389606,,,,,,,,,,,,3/9/2023,3413.300049,2416.899902
3/10/2023,2341.5,2344,2315.050049,2322.699951,2322.699951,6153681,3390,3415.699951,3380.050049,3391.850098,3391.850098,265311,,,,,,,,,,,,3/10/2023,3415.699951,2344
3/13/2023,2329,2344,2275,2284.5,2284.5,5894088,3391.850098,3415,3348.100098,3351.75,3351.75,195345,,,,,,,,,,,,3/13/2023,3415,2344
3/14/2023,2280,2304.949951,2269.050049,2275.949951,2275.949951,7396699,3350,3367.699951,3303.300049,3350.949951,3350.949951,268245,,,,,,,,,,,,3/14/2023,3367.699951,2304.949951
3/15/2023,2284.100098,2298.300049,2227.399902,2237.050049,2237.050049,10027725,3350,3363.149902,3330,3337.25,3337.25,231760,,,,,,,,,,,,3/15/2023,3363.149902,2298.300049
3/16/2023,2243,2254,2202.199951,2225.899902,2225.899902,8474595,3337.25,3455.149902,3292,3382.149902,3382.149902,353906,,,,,,,,,,,,3/16/2023,3455.149902,2254
3/17/2023,2244.75,2251.949951,2212.699951,2223.100098,2223.100098,15697554,3398,3399,3300,3311.300049,3311.300049,562867,,,,,,,,,,,,3/17/2023,3399,2251.949951
3/20/2023,2215,2220,2180,2201.25,2201.25,9010595,3295,3377.550049,3295,3366.100098,3366.100098,240057,,,,,,,,,,,,3/20/2023,3377.550049,2220
3/21/2023,2218.949951,2274,2217,2269.699951,2269.699951,9876263,3371.899902,3374.050049,3326.149902,3357.600098,3357.600098,223590,,,,,,,,,,,,3/21/2023,3374.050049,2274
3/22/2023,2285,2291.449951,2270,2276.600098,2276.600098,5039622,3365,3415,3355,3361.399902,3361.399902,226672,,,,,,,,,,,,3/22/2023,3415,2291.449951
3/23/2023,2268,2269.899902,2243.050049,2247.800049,2247.800049,7499082,3361.350098,3393.800049,3342.100098,3373.5,3373.5,191330,,,,,,,,,,,,3/23/2023,3393.800049,2269.899902
3/24/2023,2245.25,2250,2198,2203.300049,2203.300049,5711497,3372,3386.050049,3350.050049,3358.399902,3358.399902,178783,,,,,,,,,,,,3/24/2023,3386.050049,2250
3/27/2023,2217.5,2254,2200.199951,2237.550049,2237.550049,6486068,3367,3369,3300.300049,3306.800049,3306.800049,211474,,,,,,,,,,,,3/27/2023,3369,2254
3/28/2023,2245,2256.5,2237,2248,2248,5804018,3308,3355,3300,3316.449951,3316.449951,155615,,,,,,,,,,,,3/28/2023,3355,2256.5
3/29/2023,2239,2244.800049,2211.100098,2234.699951,2234.699951,8678073,3320,3385,3315,3325.449951,3325.449951,276925,,,,,,,,,,,,3/29/2023,3385,2244.800049
3/31/2023,2255,2343.449951,2254.699951,2331.050049,2331.050049,13001005,3325,3415,3325,3401.050049,3401.050049,286361,,,,,,,,,,,,3/31/2023,3415,2343.449951
4/3/2023,2345,2349,2315,2331.449951,2331.449951,4750238,3413.050049,3580,3413.050049,3553.75,3553.75,429164,,,,,,,,,,,,4/3/2023,3580,2349
4/5/2023,2348,2348,2308.550049,2325.850098,2325.850098,7505339,3571.949951,3666.699951,3565.050049,3654.850098,3654.850098,481018,,,,,,,,,,,,4/5/2023,3666.699951,2348
4/6/2023,2318.149902,2354,2318.149902,2341.449951,2341.449951,8507771,3644.850098,3644.850098,3480.100098,3496.100098,3496.100098,886236,,,,,,,,,,,,4/6/2023,3644.850098,2354
4/10/2023,2350,2350.399902,2321.550049,2324.850098,2324.850098,5981688,3504,3533.949951,3437.800049,3450.699951,3450.699951,242779,,,,,,,,,,,,4/10/2023,3533.949951,2350.399902
4/11/2023,2334,2341,2324.050049,2336.350098,2336.350098,4865301,3465,3499,3446,3454.199951,3454.199951,193991,,,,,,,,,,,,4/11/2023,3499,2341
4/12/2023,2336.350098,2367.800049,2330.050049,2346.649902,2346.649902,8389646,3467,3498,3458,3473.100098,3473.100098,214203,,,,,,,,,,,,4/12/2023,3498,2367.800049
4/13/2023,2353,2365.800049,2342,2355.5,2355.5,5712541,3480,3518.949951,3470.050049,3501.050049,3501.050049,159631,,,,,,,,,,,,4/13/2023,3518.949951,2365.800049
4/17/2023,2424.949951,2424.949951,2349.050049,2367.449951,2367.449951,8274452,3500,3530,3446,3497.100098,3497.100098,239351,,,,,,,,,,,,4/17/2023,3530,2424.949951
4/18/2023,2377,2377,2326,2340.350098,2340.350098,4802172,3501.949951,3565,3461,3506.800049,3506.800049,304634,,,,,,,,,,,,4/18/2023,3565,2377
4/19/2023,2339.050049,2357.899902,2332.199951,2352,2352,5664207,3506.75,3528,3470,3476.199951,3476.199951,157606,,,,,,,,,,,,4/19/2023,3528,2357.899902
4/20/2023,2354.100098,2359,2332.100098,2346.050049,2346.050049,3233882,3489.199951,3492,3455,3482.199951,3482.199951,137578,,,,,,,,,,,,4/20/2023,3492,2359
4/21/2023,2350.649902,2361,2336.399902,2349,2349,3529236,3482.100098,3482.199951,3440,3455.899902,3455.899902,191220,,,,,,,,,,,,4/21/2023,3482.199951,2361
4/24/2023,2375,2380.899902,2348,2358,2358,5970048,3469.800049,3474,3445,3467.199951,3467.199951,95563,,,,,,,,,,,,4/24/2023,3474,2380.899902
4/25/2023,2366,2380.600098,2350.5,2376.050049,2376.050049,4262471,3469.050049,3479,3443.050049,3465.850098,3465.850098,179508,,,,,,,,,,,,4/25/2023,3479,2380.600098
4/26/2023,2379,2386.100098,2354.050049,2362.100098,2362.100098,3977129,3465.850098,3476.149902,3447,3461.600098,3461.600098,300045,,,,,,,,,,,,4/26/2023,3476.149902,2386.100098
4/27/2023,2375,2384,2364,2377.050049,2377.050049,4230627,3460.100098,3509.949951,3449.199951,3500.800049,3500.800049,235408,,,,,,,,,,,,4/27/2023,3509.949951,2384
4/28/2023,2382,2423.899902,2381.75,2420.5,2420.5,7183342,3500.800049,3522,3480,3511.949951,3511.949951,224156,,,,,,,,,,,,4/28/2023,3522,2423.899902
5/2/2023,2436.199951,2445.800049,2428.100098,2441.050049,2441.050049,5991101,3515,3552.75,3504.649902,3545.899902,3545.899902,237127,,,,,,,,,,,,5/2/2023,3552.75,2445.800049
5/3/2023,2445,2445,2413.050049,2420.100098,2420.100098,3259053,3540,3584.800049,3516.050049,3554,3554,195083,,,,,,,,,,,,5/3/2023,3584.800049,2445
5/4/2023,2421.149902,2452.850098,2414.600098,2448,2448,3985159,3550,3589,3533,3584.5,3584.5,148562,,,,,,,,,,,,5/4/2023,3589,2452.850098
5/5/2023,2441,2461.350098,2436,2441.75,2441.75,4036548,3560.050049,3605,3556.350098,3598.199951,3598.199951,183726,,,,,,,,,,,,5/5/2023,3605,2461.350098
5/8/2023,2450,2483.649902,2444.149902,2471.899902,2471.899902,4224469,3615.100098,3690,3610,3677.850098,3677.850098,313499,,,,,,,,,,,,5/8/2023,3690,2483.649902
5/9/2023,2475,2486.800049,2463.25,2479.550049,2479.550049,2983468,3721,3750,3640.199951,3659.699951,3659.699951,385755,,,,,,,,,,,,5/9/2023,3750,2486.800049
5/10/2023,2490,2499.850098,2481.199951,2496.600098,2496.600098,5017544,3660,3693.649902,3622.649902,3672.300049,3672.300049,181718,,,,,,,,,,,,5/10/2023,3693.649902,2499.850098
5/11/2023,2498.949951,2509.5,2476.550049,2480.300049,2480.300049,4872451,3673.300049,3730.100098,3665,3704.649902,3704.649902,178603,,,,,,,,,,,,5/11/2023,3730.100098,2509.5
5/12/2023,2469.800049,2487.399902,2456.5,2484.350098,2484.350098,3209889,3715,3717,3641,3677.550049,3677.550049,253518,,,,,,,,,,,,5/12/2023,3717,2487.399902
5/15/2023,2489.899902,2504.550049,2473.149902,2489.25,2489.25,3153587,3550,3589,3506.600098,3523.399902,3523.399902,943990,,,,,,,,,,,,5/15/2023,3589,2504.550049
5/16/2023,2494,2499.600098,2450.149902,2453.800049,2453.800049,4023000,3535.399902,3557.050049,3475,3479.25,3479.25,536281,,,,,,,,,,,,5/16/2023,3557.050049,2499.600098
5/17/2023,2463,2465,2429,2439.300049,2439.300049,4060722,3491.699951,3498.5,3394,3400.199951,3400.199951,560388,,,,,,,,,,,,5/17/2023,3498.5,2465
5/18/2023,2449.550049,2457,2427.149902,2434.050049,2434.050049,4857531,3420.050049,3451.100098,3352,3368.550049,3368.550049,289248,,,,,,,,,,,,5/18/2023,3451.100098,2457
5/19/2023,2434.050049,2445.949951,2418.850098,2441.949951,2441.949951,3715280,3390,3434,3375.600098,3395.25,3395.25,265437,,,,,,,,,,,,5/19/2023,3434,2445.949951
5/22/2023,2435,2466,2432.350098,2455,2455,3431208,3400,3438.75,3382.149902,3425.100098,3425.100098,221481,,,,,,,,,,,,5/22/2023,3438.75,2466
5/23/2023,2460.649902,2468,2451.449951,2454.550049,2454.550049,2811473,3425.5,3445,3420.600098,3432.949951,3432.949951,168585,,,,,,,,,,,,5/23/2023,3445,2468
5/24/2023,2445.899902,2464,2433.449951,2440.25,2440.25,3743804,3432,3439.899902,3406.199951,3429.550049,3429.550049,148601,,,,,,,,,,,,5/24/2023,3439.899902,2464
5/25/2023,2433.899902,2449,2416.050049,2439.949951,2439.949951,5301647,3430,3450.75,3429,3435.350098,3435.350098,153240,,,,,,,,,,,,5/25/2023,3450.75,2449
5/26/2023,2458,2509,2450.75,2506.5,2506.5,5827017,3448.899902,3512,3442.100098,3501.75,3501.75,277113,,,,,,,,,,,,5/26/2023,3512,2509
5/29/2023,2521,2530,2507.199951,2520.600098,2520.600098,4619754,3540,3545,3482.25,3503.300049,3503.300049,228840,,,,,,,,,,,,5/29/2023,3545,2530
5/30/2023,2520.600098,2537.699951,2514.350098,2519.949951,2519.949951,5234564,3517.949951,3530,3496.850098,3507.5,3507.5,294224,,,,,,,,,,,,5/30/2023,3530,2537.699951
5/31/2023,2500,2509.850098,2461,2469.899902,2469.899902,12510304,3519.899902,3522.350098,3437.350098,3471.25,3471.25,917960,,,,,,,,,,,,5/31/2023,3522.350098,2509.850098
6/1/2023,2480.149902,2484.899902,2458,2463.25,2463.25,6734525,3480,3527,3473,3500.899902,3500.899902,189632,,,,,,,,,,,,6/1/2023,3527,2484.899902
6/2/2023,2471,2482.850098,2451,2455.199951,2455.199951,7291995,3510,3555,3506.100098,3531.600098,3531.600098,396067,,,,,,,,,,,,6/2/2023,3555,2482.850098
6/5/2023,2467.199951,2483.75,2458.449951,2477.25,2477.25,5034355,3550,3555,3521.699951,3536.850098,3536.850098,182062,,,,,,,,,,,,6/5/2023,3555,2483.75
6/6/2023,2483.449951,2487.699951,2462,2479.350098,2479.350098,3458161,3536,3565,3495.050049,3527.75,3527.75,179039,,,,,,,,,,,,6/6/2023,3565,2487.699951
6/7/2023,2487,2500,2472.600098,2498.149902,2498.149902,4759238,3536,3550,3516.050049,3544.050049,3544.050049,228651,,,,,,,,,,,,6/7/2023,3550,2500
6/8/2023,2506,2516.850098,2491,2499.649902,2499.649902,5570815,3554.800049,3572.699951,3535,3546.800049,3546.800049,185099,,,,,,,,,,,,6/8/2023,3572.699951,2516.850098
6/9/2023,2507,2508.550049,2478,2481.949951,2481.949951,2712243,3586,3648,3568.550049,3632.100098,3632.100098,661360,,,,,,,,,,,,6/9/2023,3648,2508.550049
6/12/2023,2475.5,2489.199951,2465,2484.149902,2484.149902,2949893,3646.949951,3646.949951,3584.050049,3629.399902,3629.399902,247071,,,,,,,,,,,,6/12/2023,3646.949951,2489.199951
6/13/2023,2495,2523.449951,2486.25,2520.850098,2520.850098,5190958,3644,3703.449951,3630,3677.899902,3677.899902,353631,,,,,,,,,,,,6/13/2023,3703.449951,2523.449951
6/14/2023,2521,2555,2517,2551.850098,2551.850098,6127509,3693.75,3740,3662,3704.850098,3704.850098,376196,,,,,,,,,,,,6/14/2023,3740,2555
6/15/2023,2551.800049,2562.550049,2535.5,2552.550049,2552.550049,5451926,3745,3960,3723.25,3917.699951,3917.699951,1159134,,,,,,,,,,,,6/15/2023,3960,2562.550049
6/16/2023,2560.199951,2582.399902,2560.199951,2577.399902,2577.399902,11155180,3952,4144,3951.5,4085.600098,4085.600098,2113207,,,,,,,,,,,,6/16/2023,4144,2582.399902
6/19/2023,2584,2584,2542.649902,2551.800049,2551.800049,3137532,4086,4150,3956.25,3975.699951,3975.699951,703098,,,,,,,,,,,,6/19/2023,4150,2584
6/20/2023,2547.550049,2564,2535,2557.100098,2557.100098,3194085,3985,4045,3910,3986.899902,3986.899902,531748,,,,,,,,,,,,6/20/2023,4045,2564
6/21/2023,2557,2569.850098,2548,2564.300049,2564.300049,3212779,3987,4028.850098,3898.050049,3919.5,3919.5,310779,,,,,,,,,,,,6/21/2023,4028.850098,2569.850098
6/22/2023,2556,2573.300049,2532,2535.5,2535.5,3516244,3935,3940,3800,3812.149902,3812.149902,311631,,,,,,,,,,,,6/22/2023,3940,2573.300049
6/23/2023,2528.899902,2533.399902,2512,2514.75,2514.75,3059084,3823.949951,3845,3731.899902,3744.050049,3744.050049,278868,,,,,,,,,,,,6/23/2023,3845,2533.399902
